ENAME,risk_label,risk_score,danger,avg_rainfall,total_buildings,mean_height,plot_r,Median_Time,Type_Industrial,Type_Office/Commercial,Type_Residential/Composite,Type_Others,Waterfront,Mean_Elev,Elev_Var,Elev_Min,Elev_Max,t_pop,adhz,ma_hh,pop_pub,pop_s,pop_pri,pop_non,pop_tem,dm_r
Siu Sai Wan,Medium Risk,0.3194684425073398,17.9,6.37,24,14.458333333333332,1.3160776230596298,1978.0,0.0,0.0,3.0,0.0,0,10.94615384615385,14,6,19,12447,3.1,24600,11487,0,692,268,0,2800.0
Tsui Tak,Medium Risk,0.4448364092830939,24.9,6.44,35,17.591428571428583,0.9756706553295598,1982.0,14.0,0.0,28.0,2.0,0,18.952380952380945,37,5,48,12740,2.7,38080,0,0,12571,168,1,11500.0
Yue Wan,Medium Risk,0.5851988550070972,32.8,6.44,39,14.600000000000001,0.6738793874963174,1995.0,0.0,0.0,6.0,7.0,0,24.86397058823529,62,5,83,16169,2.7,21210,11669,4290,186,24,0,2070.0
Fei Tsui,Low Risk,0.1474545754437376,8.3,6.44,39,8.256410256410259,0.0656321591925404,1974.0,0.0,0.0,3.0,4.0,0,275.4686230248308,456,32,501,14323,2.5,18100,8598,4000,1483,242,0,1890.0
King Yee,Medium Risk,0.41970986602973176,23.5,6.37,29,7.7379310344827665,0.03662659175191994,1993.0,0.0,1.0,18.0,4.0,1,49.10726072607254,120,0,130,14608,3.0,35190,0,13838,770,0,0,15000.0
Hing Man,Low Risk,0.278280835824263,15.6,6.71,25,10.824000000000012,0.05500061151418211,1978.0,0.0,0.0,4.0,1.0,0,221.3828451882843,378,20,470,13602,3.0,23020,12442,0,1042,118,0,2650.0
Lok Hong,Medium Risk,0.37317351495328466,20.9,6.71,72,15.850000000000016,0.42796343753712696,1978.0,28.0,2.0,12.0,7.0,0,63.61918194640344,151,3,163,11995,2.9,35630,597,3952,7182,264,0,6500.0
Yan Lam,Medium Risk,0.48655311291657294,27.3,6.37,54,8.070370370370377,0.25625210314918134,1997.0,0.0,0.0,20.0,2.0,1,10.497975708502025,24,0,23,15801,3.0,46070,0,6431,9370,0,0,23000.0
Upper Yiu Tung,Medium Risk,0.3611111771308863,20.2,6.71,13,7.592307692307706,0.050380091890967156,1987.5,0.0,1.0,35.0,5.0,0,102.97772277227716,148,22,200,13159,3.0,27250,9856,3074,213,16,0,2920.0
Lower Yiu Tung,Medium Risk,0.3475070256734622,19.5,6.71,73,8.876712328767127,0.8061802176343311,1985.0,0.0,8.0,59.0,3.0,0,30.23809523809524,63,5,78,15027,2.6,27000,5289,1026,8409,280,23,3180.0
Tsui Wan,Medium Risk,0.39839853418390053,22.3,6.37,117,9.817094017094004,0.749104488707571,1989.0,39.0,7.0,7.0,9.0,1,10.722222222222218,41,0,42,11801,2.8,30190,1699,6865,3191,46,0,2190.0
Shaukeiwan,Medium Risk,0.31638905360979863,17.7,6.71,94,12.040425531914892,4.388148143612931,1979.0,1.0,2.0,104.0,2.0,0,15.281818181818187,25,4,29,13442,2.5,30080,0,0,13118,322,2,11400.0
Aldrich Bay,High Risk,0.9877018345588329,55.4,6.71,31,16.319354838709685,1.0964895340436385,2018.0,0.0,0.0,2.0,0.0,1,42.94017094017096,61,11,83,17925,2.7,23420,9021,8354,238,311,1,2930.0
Heng Fa Chuen,Medium Risk,0.460181678606294,25.8,6.71,57,12.438596491228076,0.6013749906594584,1988.0,0.0,3.0,55.0,14.0,1,6.0978835978835955,19,0,18,18397,2.9,52700,0,0,18397,0,0,17800.0
Hing Tung,Medium Risk,0.5100243046866667,28.6,6.83,34,11.758823529411771,0.2626045747566296,1991.5,0.0,0.0,0.0,2.0,0,50.82352941176471,82,11,108,16972,2.8,25090,6131,10385,456,0,0,3540.0
Kornhill,Medium Risk,0.4489202945346119,25.2,6.83,39,12.933333333333337,0.7914230559784695,1986.0,0.0,1.0,26.0,8.0,0,58.40170940170938,55,33,98,14215,2.9,60660,0,0,14209,6,0,20000.0
Sai Wan Ho,Medium Risk,0.32181105068977245,18.0,6.83,231,14.220779220779168,5.607774256885425,1976.0,0.0,10.0,206.0,9.0,1,22.014018691588774,49,4,75,18771,2.5,31970,0,0,18630,69,72,10800.0
Nam Fung,Low Risk,0.2227649569100176,12.5,6.83,24,7.3708333333333655,0.6318892839111218,1978.0,0.0,0.0,27.0,2.0,0,37.6056338028169,19,27,52,13342,2.7,39640,0,0,13314,0,28,16000.0
Kornhill Garden,Medium Risk,0.48862073149576635,27.4,6.83,44,14.234090909090916,1.4693626050572204,1987.0,0.0,4.0,32.0,2.0,0,35.41463414634148,24,23,50,13083,2.7,40040,0,3908,9146,8,21,18500.0
Mount Parker,Low Risk,0.27057000030006756,15.2,6.83,57,12.308771929824587,0.03729824962498566,1975.0,0.0,1.0,21.0,1.0,0,221.8251823251824,457,10,489,12348,2.6,23840,0,0,12225,0,123,10200.0
Fortress Hill,Medium Risk,0.5789497919649206,32.4,6.94,105,20.9542857142857,5.938319118120177,1984.0,0.0,13.0,76.0,6.0,0,44.746913580246925,41,28,74,15464,3.0,50950,0,0,15451,5,8,22200.0
A Kung Ngam,Medium Risk,0.3177860044806754,17.8,6.71,193,11.312435233160645,0.7400940527139284,1980.0,12.0,1.0,48.0,22.0,1,41.032520325203244,139,0,149,18858,2.8,29000,5299,8530,4775,138,116,2210.0
Kam Ping,Medium Risk,0.3116306057575811,17.5,6.94,52,13.211538461538463,1.1322576393592343,1976.0,0.0,6.0,73.0,1.0,0,52.077777777777776,36,33,81,15812,2.7,31940,0,0,15668,144,0,12000.0
Fort Street,Medium Risk,0.4121660597877202,23.1,6.94,102,12.922549019607835,1.4296345163475803,1983.0,0.0,27.0,138.0,6.0,0,58.976377952755904,59,13,93,14489,2.5,30000,0,0,14480,4,5,13000.0
Tanner,Medium Risk,0.4429929711274244,24.8,6.94,27,16.159259259259258,1.3421107832660446,1981.0,0.0,0.0,69.0,0.0,0,56.86538461538463,61,23,94,16669,2.7,43710,0,0,16557,112,0,18300.0
Lei King Wan,Medium Risk,0.45732290621880883,25.6,6.83,43,11.77441860465117,0.4314690357531256,1988.0,0.0,1.0,35.0,2.0,1,12.938775510204081,33,2,51,20189,2.5,30100,717,0,19428,0,44,10000.0
Tai Koo Shing East,Low Risk,0.29302153684035687,16.4,6.83,10,10.289999999999985,0.16261398694186588,1979.0,0.0,0.0,54.0,3.0,1,12.31400966183575,43,0,44,18008,2.9,50300,0,0,18008,0,0,23000.0
Tai Koo Shing West,Medium Risk,0.34132899756957924,19.1,6.83,31,8.83870967741936,0.940967316700647,1984.0,5.0,12.0,41.0,1.0,1,17.509505703422047,45,0,48,17365,3.0,69280,0,0,17365,0,0,26000.0
City Garden,Medium Risk,0.3802858384500645,21.3,6.94,57,8.828070175438594,0.8172545030016883,1986.0,3.0,19.0,57.0,4.0,1,33.36410256410255,62,1,65,15212,2.9,34950,0,0,15158,52,2,15500.0
Provident,Medium Risk,0.4482741144038903,25.1,6.94,112,14.033035714285731,1.7060051733469443,1984.0,0.0,20.0,170.0,4.0,1,28.172619047619047,57,0,66,18697,2.6,29560,0,0,18674,6,17,12000.0
Healthy Village,Medium Risk,0.43173978241827976,24.2,6.94,135,11.553333333333338,1.3368685494472372,1986.0,13.0,12.0,63.0,11.0,1,54.391061452513995,133,0,181,14512,2.6,31060,4866,2512,6990,142,2,3600.0
Quarry Bay,Medium Risk,0.4716911505037847,26.4,6.83,99,14.13939393939394,1.513668313772746,1986.0,4.0,18.0,58.0,6.0,1,7.834437086092719,27,0,30,11198,2.4,30140,0,0,11179,0,19,14000.0
Braemar Hill,Medium Risk,0.45788329881765405,25.7,6.94,106,18.551886792452848,0.45496587662240795,1979.0,0.0,2.0,101.0,28.0,0,175.1143018018017,208,56,277,16171,3.5,85220,0,0,16042,129,0,38750.0
Chun Cheung,Medium Risk,0.34315018663466723,19.2,6.57,34,6.8382352941176485,0.10049481389025275,1988.0,0.0,0.0,0.0,5.0,0,73.95070422535211,109,27,158,14682,3.3,36100,6441,3715,4322,204,0,3300.0
Yau Lai,Medium Risk,0.3708706994214181,20.8,6.64,12,8.408333333333339,0.4599998567377581,1987.5,0.0,1.0,35.0,5.0,0,17.800000000000008,36,3,39,13751,2.8,20280,13751,0,0,0,0,3260.0
Hip Hong,Low Risk,0.13420565800498985,7.5,6.59,87,12.527586206896544,1.3532420793620388,1967.0,0.0,0.0,44.0,11.0,0,43.5438596491228,56,10,67,15927,2.5,18000,1701,2232,11916,15,63,5440.0
Upper Ngau Tau Kok Estate,Low Risk,0.1528994461700421,8.6,6.59,17,11.111764705882358,0.5000603034027035,1970.0,0.0,0.0,0.0,1.0,0,31.764044943820224,53,6,78,16007,2.4,13510,15997,0,0,6,4,2930.0
Hiu Lai,Medium Risk,0.3370417214098674,18.9,6.59,34,13.647058823529399,0.7690923134600858,1979.0,0.0,0.0,6.0,12.0,0,48.64102564102565,52,26,79,16691,2.9,30970,0,13083,3313,295,0,10000.0
Lok Wah South,Low Risk,0.24327533384061173,13.6,6.59,27,13.492592592592594,1.152015825214826,1973.0,0.0,0.0,6.0,3.0,0,70.40566037735847,44,34,91,12491,2.2,15000,9350,0,3050,91,0,1480.0
Lok Wah North,Medium Risk,0.46230301320525474,25.9,6.59,17,13.464705882352941,0.29745387826694836,1987.5,0.0,1.0,35.0,5.0,0,71.08219178082193,80,24,125,12690,2.6,19250,12563,0,0,127,0,1850.0
Sau Mau Ping North,Medium Risk,0.6003211421102975,33.6,6.59,40,14.759999999999994,0.6715996084760671,1995.0,0.0,0.0,3.0,5.0,0,76.98513011152417,61,45,113,18673,2.8,20410,18605,0,0,68,0,3230.0
Lower Ngau Tau Kok Estate,Low Risk,0.2766133872381927,15.5,6.59,57,13.65438596491228,0.9824442513810356,1975.0,0.0,0.0,2.0,0.0,0,20.51020408163265,50,4,63,18576,2.5,18320,11490,3508,3575,0,3,2040.0
To Tai,Medium Risk,0.3658072253226893,20.5,6.59,30,13.56666666666667,1.8384352814543237,1981.0,0.0,2.0,41.0,3.0,0,49.125,36,17,71,16675,2.3,33490,461,0,16095,109,10,12000.0
Pak Nga,Medium Risk,0.32640005235333375,18.3,6.64,17,6.052941176470579,0.39081809664826994,1987.5,0.0,1.0,35.0,5.0,0,66.87777777777777,72,34,125,12367,2.8,33840,0,9739,2628,0,0,13400.0
Kowloon Bay,Medium Risk,0.40774555471695334,22.9,6.59,173,11.77803468208095,0.9459185433373254,1986.0,52.0,41.0,42.0,20.0,0,11.42346368715084,34,3,37,13200,2.8,47440,0,0,13188,10,2,8500.0
Jordan Valley,Medium Risk,0.5116555829454645,28.7,7.01,25,14.283999999999992,0.9713068857437078,1987.5,0.0,1.0,35.0,5.0,0,60.20869565217394,97,14,134,20619,2.6,18040,15861,4627,81,50,0,2700.0
Shun Tin,Medium Risk,0.43200109974993584,24.2,7.01,39,9.664102564102564,0.3057629193425121,1988.0,0.0,0.0,0.0,1.0,0,93.2547683923706,121,23,149,18254,2.7,17600,18017,0,0,237,0,2030.0
On Lee,Medium Risk,0.5960932638517058,33.4,7.01,32,18.756250000000005,1.0026637545023336,1987.5,0.0,1.0,35.0,5.0,0,134.40677966101688,73,98,180,17570,2.6,18930,16975,0,0,594,1,1760.0
Kai Yip,Medium Risk,0.41418997643279715,23.2,6.86,102,12.569607843137266,0.6645017629752991,1984.0,0.0,2.0,11.0,2.0,0,10.172351885098745,38,2,49,20038,2.2,16450,14340,1137,4001,560,0,1990.0
Choi Tak,High Risk,0.9537738886495115,53.5,7.01,14,8.428571428571427,0.0982970666969285,2024.0,0.0,0.0,1.0,0.0,0,59.02597402597405,88,18,140,14553,2.4,16170,13653,867,0,33,0,2060.0
Po Tat,Medium Risk,0.4482172325488669,25.1,6.64,20,12.504999999999995,0.2499965868188896,1987.5,0.0,1.0,35.0,5.0,0,135.6845878136199,103,73,196,17104,2.9,21510,17104,0,0,0,0,3240.0
Ping Shek,Low Risk,0.22367286722434723,12.5,7.01,44,12.263636363636365,0.6646919015256049,1971.0,0.0,0.0,12.0,4.0,0,22.481632653061244,32,7,39,15412,2.7,22900,12008,2649,754,0,1,1970.0
Sheung Shun,Medium Risk,0.4108201835771655,23.0,7.01,37,8.943243243243256,0.15829387144132964,1987.5,0.0,1.0,35.0,5.0,0,120.97784810126579,77,73,168,17457,3.1,37970,6180,0,11221,56,0,2390.0
Lai Ching,Medium Risk,0.39872140163511843,22.3,6.86,60,10.948333333333323,2.221350897678523,1985.0,0.0,1.0,23.0,0.0,0,12.296551724137924,23,6,30,14617,2.6,31880,0,5701,8916,0,0,13000.0
Kwun Tong On Tai,Medium Risk,0.4532643819575101,25.4,7.01,23,11.19130434782608,0.8371314764826738,1987.5,0.0,1.0,35.0,5.0,0,154.26495726495716,84,85,193,20385,3.0,19520,20092,0,0,293,0,2850.0
Sau Mau Ping Central,Medium Risk,0.4833601653820092,27.1,6.59,25,14.580000000000005,0.28697691624440985,1987.5,0.0,1.0,35.0,5.0,0,130.66981132075477,85,84,178,17898,2.9,19310,17761,0,0,137,0,3240.0
King Tin,Medium Risk,0.43944283381289845,24.6,6.64,39,9.233333333333327,0.7426378602239838,1991.0,0.0,0.0,18.0,2.0,0,21.361702127659576,43,4,52,21058,3.1,46940,0,4834,16224,0,0,17200.0
Lam Tin,Medium Risk,0.40032119718556836,22.4,6.64,22,9.96818181818184,0.36182473852210933,1987.5,0.0,0.0,0.0,2.0,0,67.14375000000001,56,31,103,18666,2.8,20970,13798,4718,149,0,1,2900.0
Hing Tin,Medium Risk,0.4773445604806244,26.8,6.64,19,9.636842105263156,0.18163100616062042,1993.0,0.0,0.0,0.0,2.0,0,93.81981981981984,59,59,147,15455,2.6,20850,1908,11170,2311,66,0,1980.0
Kwong Tak,Medium Risk,0.415127221283003,23.3,6.64,33,7.945454545454545,0.05003415505238955,1991.0,0.0,0.0,0.0,1.0,0,131.7673267326731,109,73,195,18201,2.7,20150,8957,8465,448,330,1,2490.0
Yuet Wah,Low Risk,0.18134705995722394,10.2,6.59,53,15.826415094339609,2.034596998546454,1966.0,0.0,0.0,54.0,3.0,0,21.958677685950413,23,12,34,13414,2.7,26540,0,0,13183,0,231,10000.0
Sau Mau Ping South,Medium Risk,0.6117777735943731,34.3,6.64,25,21.167999999999992,1.5259980980145689,1987.5,0.0,1.0,35.0,5.0,0,98.90322580645159,58,68,194,17647,2.8,20040,17647,0,0,0,0,2850.0
Tsui Ping,Medium Risk,0.6888755908934184,38.6,6.64,86,15.22674418604652,1.1507811383307325,2000.0,0.0,0.0,0.0,9.0,0,35.061881188118804,88,2,109,18683,2.6,17040,16046,2426,46,160,5,2480.0
Po Lok,Low Risk,0.033033695026437236,1.9,6.59,26,10.37692307692307,1.561637250780981,1963.0,0.0,0.0,11.0,1.0,0,19.494505494505493,34,6,43,13585,2.6,20040,5451,7922,212,0,0,1940.0
Ting On,Low Risk,0.11756099484231487,6.6,6.59,100,11.646000000000008,3.3926567830768852,1967.0,0.0,1.0,37.0,4.0,0,19.76666666666667,33,7,64,15779,2.5,18600,11827,0,3914,12,26,2260.0
Yau Tong West,Medium Risk,0.379441874234851,21.3,6.57,780,13.572307692307668,2.2703739499869036,1982.0,29.0,4.0,47.0,7.0,1,19.000685871056262,89,0,107,21851,2.5,21110,14792,0,6485,144,430,3240.0
Ping Tin,Medium Risk,0.3433909834525662,19.2,6.64,33,13.769696969696962,0.5779330725229559,1979.0,0.0,1.0,3.0,3.0,0,67.34838709677423,64,25,102,19046,2.8,21930,17561,0,1377,108,0,3240.0
Laguna City,Medium Risk,0.47513929727090437,26.6,6.64,75,11.124000000000002,0.5065808668570855,1991.0,2.0,1.0,40.0,11.0,1,10.823999999999996,32,0,31,22718,3.0,59720,0,0,22498,208,12,17000.0
Kwun Tong Central,Medium Risk,0.37203906002812914,20.9,6.59,443,12.292776523702031,1.5295480972622382,1983.0,340.0,115.0,71.0,22.0,1,11.472739361702132,32,0,31,16766,2.5,21890,1421,3345,9662,2300,38,5000.0
Hong Lok,Low Risk,0.2256303281603184,12.6,6.59,96,10.152083333333323,1.1417755214101641,1976.0,0.0,0.0,70.0,11.0,0,56.086734693877524,70,12,90,15585,2.7,26900,0,0,14985,569,31,6800.0
Yau Oi North,Medium Risk,0.45461581903386267,25.5,5.03,81,17.71851851851852,0.9562540451994245,1990.0,0.0,0.0,9.0,3.0,0,8.442508710801377,33,1,34,14350,2.8,26450,10085,0,4221,44,0,1640.0
Lung Mun,Medium Risk,0.3716384909218673,20.8,5.03,629,14.125596184419699,1.6597619691774528,1989.0,58.0,5.0,22.0,26.0,0,95.66162162162168,374,3,511,16997,2.8,25240,2678,10370,2702,347,900,1880.0
Tuen Mun Town Centre,Medium Risk,0.30136563072801914,16.9,5.03,106,12.007547169811321,1.5636234874834098,1987.0,0.0,2.0,61.0,2.0,0,10.099071207430342,23,3,27,20420,2.6,36280,0,0,20417,0,3,10800.0
Shan King,Medium Risk,0.3386653951070024,19.0,5.03,28,13.582142857142863,2.446327312693065,1987.5,0.0,1.0,35.0,5.0,0,28.90967741935484,29,10,42,15467,2.5,18750,6328,8721,102,316,0,1250.0
Tsui Hing,Medium Risk,0.3195670043787698,17.9,5.03,183,12.97158469945353,2.2893522742310073,1987.0,65.0,3.0,34.0,4.0,0,26.901256732495526,77,6,86,18492,2.7,34040,0,0,17970,520,2,10500.0
King Hing,Low Risk,0.2729600316142933,15.3,5.03,71,16.116901408450694,1.0135611027161724,1980.0,0.0,0.0,2.0,7.0,0,20.043478260869556,36,8,44,15191,2.2,15000,12710,2145,25,311,0,1200.0
Hing Tsak,Medium Risk,0.4885115560919429,27.4,5.03,19,20.31578947368421,0.697102054453496,1989.0,0.0,1.0,5.0,1.0,0,24.2303664921466,54,5,75,15125,2.4,19040,9181,3560,2333,50,1,1270.0
Tin King,Medium Risk,0.551721244088488,30.9,5.03,24,24.866666666666664,1.6044036813677705,1987.5,0.0,1.0,35.0,5.0,0,28.32,25,18,49,14017,2.7,23140,1426,10916,1577,98,0,1430.0
Sam Shing,Medium Risk,0.5189134909580709,29.1,6.14,894,13.975055928411692,0.5998885000155207,1993.0,1.0,12.0,519.0,9.0,1,99.8813008130075,313,0,323,16423,2.8,30250,4554,0,11648,29,192,1680.0
Leung King,Medium Risk,0.40860813071841573,22.9,5.03,15,17.28666666666667,0.14293983084555714,1987.5,0.0,1.0,35.0,5.0,0,37.96124031007752,30,26,65,12064,2.7,23310,1854,9228,852,130,0,1600.0
Kin Sang,Medium Risk,0.49912038617328836,28.0,5.03,43,17.669767441860458,0.9966481898458043,1993.0,0.0,0.0,15.0,0.0,0,16.22797927461139,21,8,31,16135,2.6,30130,962,8199,6974,0,0,8000.0
San King,Medium Risk,0.4670349718023826,26.2,5.03,32,20.381249999999994,0.17230763318844172,1987.5,0.0,1.0,35.0,5.0,0,124.14219991635295,325,13,390,12747,2.6,24070,2373,8675,1675,0,24,1380.0
Prime View,Medium Risk,0.5412971790873672,30.3,5.03,206,14.28980582524271,2.549978169312994,2000.0,0.0,1.0,63.0,14.0,0,18.901388888888864,61,8,87,21518,2.6,37230,0,4879,16485,154,0,10600.0
Siu Hong,Medium Risk,0.3578416451886342,20.1,5.03,251,14.998804780876497,2.4729687415062522,1987.0,0.0,1.0,2.0,17.0,0,14.35928961748634,39,5,64,14401,2.6,25070,0,5167,6596,2638,0,10000.0
San Hui,Medium Risk,0.3146980770120788,17.6,5.57,971,14.416168898043242,0.7162015526245396,1982.0,0.0,0.0,105.0,17.0,0,199.62900801603246,464,4,470,19398,2.5,22500,0,0,18450,505,443,7500.0
Fu Tai,Medium Risk,0.6170103573640657,34.6,5.03,408,19.903921568627425,2.412427143864206,1998.0,0.0,0.0,13.0,0.0,0,36.050332383665705,103,9,112,20182,3.2,28070,16688,0,2620,166,708,2710.0
Lok Tsui,Medium Risk,0.47795580471666466,26.8,5.03,1057,12.538883632923358,0.21019295594619483,1998.0,19.0,4.0,23.0,44.0,1,115.06437909693395,508,0,523,15051,2.9,38000,0,2994,11997,28,32,9000.0
Tuen Mun Rural,Medium Risk,0.5706830377178597,32.0,5.03,2983,15.044250754274184,5.898730683555826,2001.0,0.0,0.0,48.0,13.0,0,54.319518716577534,289,5,299,27142,2.9,32300,0,0,22672,160,4310,9000.0
Po Tin,High Risk,0.8982331338431842,50.3,4.96,666,14.246546546546522,0.3274018080656002,2024.0,0.0,0.0,18.0,1.0,0,127.21993229788954,360,1,366,15805,1.8,10500,10775,0,4570,121,339,910.0
So Kwun Wat,High Risk,0.8508161187032107,47.7,6.14,1325,12.306792452830209,0.507471173117767,2017.0,0.0,1.0,355.0,13.0,0,133.75361774102672,442,3,446,14475,2.8,40150,0,0,13679,608,188,13000.0
Hanford,Medium Risk,0.3997778817088882,22.4,5.03,191,14.012041884816782,1.905144265532596,1991.0,4.0,2.0,103.0,8.0,0,20.293296089385493,66,1,68,14540,2.9,40000,0,0,14434,106,0,14000.0
Yan Tin,Medium Risk,0.5661026227220067,31.7,5.03,649,13.197688751926059,5.6578976047007545,2003.0,0.0,0.0,123.0,2.0,0,11.540043290043288,50,4,60,16779,2.9,19300,13212,0,3222,73,272,1930.0
Cheung Chau,Medium Risk,0.37388964702516697,21.0,5.41,3240,12.6210802469137,7.9902741206977606,1989.0,1.0,8.0,177.0,29.0,1,19.9130755064457,72,0,72,19769,2.6,22490,2739,0,16769,211,50,3360.0
Lamma & Po Toi,Medium Risk,0.5501039226704926,30.8,5.84,2163,12.097087378640758,0.43681002851672524,1999.0,3.0,0.0,13.0,46.0,1,62.291647691046805,312,0,313,6724,2.2,38100,0,0,6593,19,112,11000.0
Mun Yat,High Risk,0.8054179446495908,45.1,5.84,50,18.402000000000022,0.7422256890455221,2008.0,0.0,0.0,0.0,2.0,0,26.5060975609756,74,0,98,25628,3.3,21840,25596,0,0,31,1,2400.0
Yat Tung Estate North,Medium Risk,0.39156556589652985,21.9,5.84,35,12.922857142857136,5.052183880786362,1987.5,0.0,1.0,35.0,5.0,0,45.50000000000001,63,3,92,23933,3.0,21940,23933,0,0,0,0,2340.0
Peng Chau & Hei Ling Chau,High Risk,0.8581394958010045,48.1,5.6,1590,15.804088050314505,2.347447242781323,2016.0,0.0,1.0,104.0,8.0,1,45.92315194070595,203,0,202,6282,2.2,22130,655,239,4476,572,340,6000.0
Tung Chung Central,Medium Risk,0.6765898166221096,37.9,5.84,110,13.98454545454544,1.7370199759974523,2005.0,0.0,1.0,74.0,2.0,0,11.257383966244731,36,3,47,21366,2.7,54000,0,0,21251,115,0,16200.0
Discovery Bay,Medium Risk,0.42232023549210734,23.7,5.6,908,13.572356828193833,0.5280485741986234,1990.0,0.0,18.0,667.0,56.0,0,117.97635960044391,434,0,436,19336,2.7,75000,0,0,19295,32,9,24000.0
Lantau,Medium Risk,0.3894287306817819,21.8,5.84,6647,13.611659395215934,0.28426273403146884,1986.5,1.0,8.0,389.0,68.0,1,187.26740219407657,871,0,872,23607,2.5,24550,2359,3863,15133,948,1304,7000.0
Tung Chung North,High Risk,0.716324408513587,40.1,5.84,368,13.683152173913022,0.0914918546311567,2008.0,13.0,27.0,86.0,64.0,1,5.333579335793371,50,0,49,17546,2.5,24140,9166,0,8246,127,7,2000.0
Tung Chung South,Medium Risk,0.6813456591401106,38.2,5.84,86,17.84534883720933,2.2804163098221903,2000.5,0.0,10.0,17.0,5.0,0,22.818671454219036,90,0,112,21091,2.8,35150,5287,6152,9469,181,2,3150.0
Tsim Sha Tsui Central,Medium Risk,0.339487743263134,19.0,6.23,457,13.710940919037206,3.995163272851118,1981.0,0.0,255.0,219.0,21.0,0,16.392120075046922,33,6,40,13042,2.3,25640,0,0,12582,446,14,8200.0
Jordan North,Low Risk,0.07976593782763822,4.5,6.23,463,11.984449244060475,9.160461029224328,1966.0,0.0,52.0,266.0,8.0,0,14.812865497076022,14,8,21,14633,2.3,20140,0,0,14090,230,313,5500.0
Jordan West,Low Risk,0.14674215109614291,8.2,6.23,164,11.52195121951221,1.4535708689609592,1971.0,0.0,20.0,118.0,5.0,1,8.692307692307695,25,0,24,15528,2.4,21290,0,0,15379,0,149,5500.0
Yau Ma Tei South,Low Risk,0.1950959318329435,10.9,6.23,296,12.47905405405401,2.4129958726085032,1973.0,0.0,22.0,158.0,8.0,1,9.81262729124237,28,1,29,17750,2.4,20830,1545,0,15739,190,276,6500.0
Charming,Medium Risk,0.40132848185090114,22.5,6.23,82,10.169512195121953,2.820734170205684,1989.5,0.0,2.0,68.0,4.0,1,11.89729729729729,25,1,25,16172,2.8,33100,0,10466,5687,2,17,10000.0
East Tsim Sha Tsui & King's Park,Medium Risk,0.4269834676498121,23.9,6.23,324,11.929320987654304,0.8048706925512386,1989.0,0.0,89.0,130.0,72.0,1,14.867229933614967,46,0,45,14845,2.4,47000,0,0,11262,3523,60,17100.0
Tsim Sha Tsui West,Medium Risk,0.3972946278111666,22.3,6.21,249,14.452208835341363,1.1506334540491,1984.0,0.0,133.0,93.0,18.0,1,10.74020783373303,51,0,68,11515,2.4,32040,0,0,10647,666,202,18500.0
Yau Ma Tei North,Medium Risk,0.376020690648328,21.1,6.23,189,18.051851851851897,4.821157637082466,1978.0,0.0,64.0,124.0,10.0,0,22.20529801324503,23,11,33,11894,2.3,23140,0,0,11765,23,106,6800.0
Fu Pak,Medium Risk,0.5801869667912505,32.5,6.23,25,10.420000000000009,0.20157964963085165,2001.0,0.0,0.0,11.0,2.0,1,10.316,18,0,17,18266,3.0,33050,7724,1672,8702,128,40,3740.0
